rating,title,text,helpful_vote,verified_purchase,label,review_length,exclamation_count,positive_words,negative_words,question_mark_count,contains_image,user_review_burst,is_burst_review
3,Sent a slightly different product,"I was sent the slightly different (and smaller) 200g &#34;soap on a rope&#34; product. In other words, it looks different from the image. Soap has an oval shape with an attached rope so one can hang it instead of placing in a dish. Requested soap type &#34;sea salt&#34; is correct.",1,TRUE,1,221,0,0,1,0,0,99999,0
1,Nice,Love it!,0,FALSE,1,9,0,1,0,0,0,99999,0
1,cute but too fake,too fake,3,TRUE,1,12,0,0,0,0,0,99999,0
5,My Favorites.,"Love these glasses.,",0,TRUE,1,16,0,1,0,0,0,99999,0
5,Makes him smell great and now there is at least one thing of ...,"My 9yr old LOVES to wash the tub! In fact he does it with any shampoo, body soap, or liquid soap we forget to remove before he takes his morning shower. Then I got this soap, he loves it so much that it is his 'big boy' soap and the only one he loves enough to only use on his body! Makes him smell great and now there is at least one thing of soap I don't have to worry about! :)",1,TRUE,0,338,1,3,0,0,0,99999,0
2,"Nice hair, very thin bundle",The bundles are very thin.,0,TRUE,1,24,0,1,0,0,1,99999,0
5,Awesome shave soap!,"Excellent lather, great smell",1,FALSE,1,34,0,2,0,0,0,99999,0
2,Looks good on your eyes,"Promise free pair of lashes.. Not a person of there word.",0,TRUE,0,63,0,0,1,0,0,99999,0
2,Two Stars,Terrible. Doesn't stay on your head,0,TRUE,1,31,0,0,1,0,0,99999,0
3,Love this my favorite scent,"This is my all time favorite worn it for years getting hard to find I ordered Aug. 17th and never got it tomorrow if it's still not here I'm asking for a refund not tracking information either come on do better.",0,TRUE,0,168,0,1,1,0,0,99999,0
1,One Star,Does not look like the photo at all,0,TRUE,1,32,0,0,1,0,0,99999,0
1,Attention,Only came with 2 packs and not 3 as described,2,TRUE,0,46,0,0,1,0,0,99999,0
5,Stays closed,Great for thick hair,0,TRUE,1,21,0,1,0,0,0,99999,0
5,Gorgeous colors,"[[VIDEOID:a85cb1993222ab6477f64f176b1d9758]] Such pretty colors, I love them all!",0,FALSE,1,68,1,2,0,0,0,99999,0
5,No Better Straightener,"I have chin length curly hair that I have never bothered straightening. It's not that I don't want to, but rather, my straightener simply stinks. It took forever to heat up and do its work on my hair. And even then my hair felt dry and brittle and smelled burnt. I recently visited a friend and when she was straightening her hair I realized how quickly she did it and how amazing her hair looked! So I tried it out and was awestruck. It took me 15 minutes (compared to 45 with mine) and my hair looked beautiful and healthy. The straightener I was using was a Chi! Needless to say, I ordered mine the next day.",0,TRUE,0,445,0,4,0,0,0,99999,0
5,Cute little fishes!,"I picked this up because I wanted to give one to my mom for Christmas, but they're so nice that I'm keeping the red one for myself! The pouches themselves were a lot bigger than I was thinking (I'm bad at gauging sizes ha,) and the pattern is just so pretty! I can tell that I'll be using it a lot, and I'm sure my mom will love hers!<br /><br />Thank you for reading, and I hope you have a nice day!",9,TRUE,1,347,2,3,0,0,1,99999,0
5,Na,Beautiful hair,0,TRUE,1,17,0,1,0,0,0,99999,0
5,Five Stars,Great scrubber!,0,TRUE,1,14,0,1,0,0,0,99999,0
1,Marker not makeup,I could have bought a magic marker that would do the same thing.,0,TRUE,0,65,0,0,1,0,0,99999,0
5,Good product,Happy with my purchase.,0,TRUE,1,26,0,1,0,0,0,99999,0
5,Beautiful tattoos,Beautiful and just as advertised.,0,TRUE,1,34,0,1,0,0,0,99999,0
5,Five Stars,Love these,1,FALSE,1,11,0,1,0,0,0,99999,0
3,Three Stars,Love the case,0,TRUE,1,13,0,1,0,0,0,99999,0
5,Five Stars,Lovely item!,0,TRUE,1,13,0,1,0,0,0,99999,0
2,dry out easy,works great but dry out easy,0,TRUE,1,28,0,1,0,0,0,99999,0
1,Perfect,Amazing!,0,FALSE,1,9,0,1,0,0,0,99999,0
5,Size,"Very pleased with the product I was thinking it was going to be huge but the size is perfect not to big not to small",0,TRUE,0,105,0,2,0,0,0,99999,0
5,Healthy for my hair,"I use this shampoo all the time. I think it's a little pricey. I like it, and don't need to use a lot for my short bob length.",7,TRUE,0,117,0,1,1,0,0,99999,0
5,Best ever,Photo doesn't show how bright it is.,0,FALSE,1,33,0,1,0,0,0,99999,0
5,Revolutionary,"Like: Easy to use. Dislike: Clamp could be longer.",2,TRUE,0,52,0,1,0,0,0,99999,0
1,Great,This is absolutely amazing!!!,0,FALSE,1,29,1,1,0,0,0,99999,0
5,Good product,"Like the product and the longevity of wear",0,TRUE,0,38,0,1,0,0,0,99999,0
5,"Fast shipping,great price...",And a nice selection of products. Happy to add this to my skin care routine,1,TRUE,0,76,0,2,0,0,0,99999,0
5,Fun and Beautiful!,"This is my most favorite lipstick! The pink color is so beautiful and matches so many of my outfits. The best thing about this awesome lipstick is the tiny glitter flecks that shimmer and shine every time you press your lips together! So pretty!!!",0,TRUE,1,201,2,4,0,0,0,99999,0
1,This is awful!!!!,"Spent 25 minutes on my sons LIGHT BLONDE hair! All it did was rip it out! I followed every instruction! This stuff is horrible I would never EVER buy this again! Ruined his spirit week because it wouldn't work!",0,TRUE,1,168,4,0,1,0,0,99999,0
5,An Old School Classic,"Good stuff. Smells great, makes tons of lather, and provides a slick shaving surface.",0,FALSE,1,84,0,2,0,0,0,99999,0
5,Nice,Works well.,0,FALSE,1,12,0,1,0,0,0,99999,0
5,MIRACLE PRODUCT,"I was just looking to see if Amazon carried this product. I usually buy from Mannatech, long time customer. I could not live without having this in the house. I heals everything and especially burns. I even gave some to a friend who had a burn and it was so painful, it healed in about 2 days, she was stunned at how quickly it was gone. I had cancer and now my skin bruises so easily, very fragile, I am going to give this a try to see if it works better than the other creams I have been using. If it works I will get back and report. It really is an excellent product for everything you might need it for.",5,TRUE,1,475,0,3,0,0,0,99999,0
5,Beautiful,"I felt confident and looked amazing in this wig! I love color baby blue like I imagine it to be! I get a lot compliments all the time, when I wear it! Great value… Can't wait to order a different color!",0,TRUE,1,154,1,2,0,0,1,99999,0
5,Great product,Great product,0,TRUE,1,14,0,1,0,0,0,99999,0
5,Best Hairspray for my Fine hair ever!,"I have fine bleached blonde hair and have been searching for a hairspray that will hold all day without the stiffness that most proclaim to have - well this one does - best hairspray and i was so glad i took the chance and tried it - now I can't be without it.<br />Great product from a great seller!",1,TRUE,0,259,0,4,0,0,0,99999,0
5,Great gel,Would buy again,0,TRUE,1,13,0,1,0,0,0,99999,0
5,Love it,Exactly as described.,0,FALSE,1,19,0,1,0,0,0,99999,0
5,Super easy to use!,"I got mine today and already used. It's really good!!! I used at low potency because my skin is really sensitive and I bruise easily! After using I didn't have any bruises and by akin looked great!<br />Make sure you pick the corret head before using.",2,TRUE,1,202,2,2,0,0,0,99999,0
4,Does what it says it does,"After 5 treatments my teeth are definitely whiter! A couple of spots on my gums got a little irritated 🤷🏼‍♀️ But overall not bad!",0,TRUE,0,120,1,1,0,0,1,99999,0
5,Great set!,Great set! Love the colors and polish goes on great and stays on!,0,TRUE,0,66,0,2,0,0,0,99999,0
5,Amazing,I love it so much!!!,0,FALSE,1,19,1,1,0,0,0,99999,0
5,Excellent moisturizer and gift idea.,Product has not disappointed as quality moisturizer and good value. Subtle scent makes ideal gift for male or female.,2,TRUE,0,98,0,2,0,0,0,99999,0
1,Waste of money,"This product does not work, if you want to learn to braid hair just watch YouTube",0,TRUE,0,77,0,0,1,0,0,99999,0
1,Bad hair line.,"The Hairline is totally off. if your hair is not this color already prepare for a difficult time. This was a waste of money. Im going to just dye it black so I can conceal my hair.",0,TRUE,0,149,0,0,1,0,0,99999,0
5,Excellent,Exceeded my expectations!!!,0,FALSE,1,28,1,1,0,0,0,99999,0
5,Works awesome!,"This works awesome. Even did a test and hand washed a few of my more frequent use brushes and then used the brush spinner and so much more residue came off. Very pleased",0,TRUE,0,142,0,2,0,0,0,99999,0
2,Wanted to love this bright color,"I have used other colors in the miracle gel line, but for whatever reason this one did not work well. I found I had to use multiple coats (3-4) to get the right coverage and vibrancy, but there was no right amount of time I could let it cure before/after using the corresponding top coat to set correctly. Peeled or got smudged quickly and I would be changing the polish in day or 2.",0,TRUE,0,313,0,0,1,0,0,99999,0
5,Great For the Natural look,"Great Price but they aren't long or thick enough..<br />great for a natural look.",0,TRUE,0,64,0,2,0,0,0,99999,0
5,Great just needed them shorter just a little,"I live the design and the thickness of the nail and the design. Just needed them a little shorter for my line of work. But I will buy again.",0,TRUE,0,118,0,2,0,0,0,99999,0
5,Satisfied with my purchase.,They came quickly and in good condition. The quality is as good as anyone would need.,0,TRUE,0,85,0,2,0,0,0,99999,0
5,Works,"Love this product! My daughter and I have very thick and long hair. Our hair also frizzes. This co-wast is great but now it is hard to find. Seems like whenever we find a great product for our hair that really works, they start pulling it from the shelves.",1,TRUE,1,205,0,3,0,0,0,99999,0
4,very nice,"Nice hair piece. It goes in a twirl and hard to change that, but I like it.",0,TRUE,0,70,0,1,0,0,0,99999,0
1,No los vuelvo a comprar!,"Los colores que me enviaron no me gustaron, ademas seguí los pasos para pintarme las uñas y aún así a los 3 días se descascará. Desperdicie mi dinero",1,TRUE,0,120,0,0,1,0,0,99999,0
5,It works,"I love it<br />, I had dip powder on and it took a lot longer than what is advertised but it worked nicely<br />It used to be such a nuisance to remove it on my own. Can't go anywhere during lockdown of COVID19 SO THIS MACHINE CAME TO MY RESCUE as I have to do everything at home, worth every penny",4,TRUE,1,279,0,2,1,0,0,99999,0
1,Nice,Good product!,0,FALSE,1,13,0,1,0,0,0,99999,0
1,Love it,Attached screenshot is inaccurate.,0,FALSE,1,29,0,1,0,0,0,99999,0
5,Great Value,"My college age daughter and her friends love these masks. It was a great value and she loved that there were so many different ones to choose from.",4,TRUE,0,124,0,2,0,0,0,99999,0
5,Removes dead skin,First of all I love the smell. I also like the way my skin feels afterwards.,0,TRUE,0,78,0,2,0,0,0,99999,0
4,A Pea Size,"For me, a pea size of the serum will cover my whole face. I have combination skin. I use this serum at night only. I have only used it consistently for about 3 nights now. I do notice a small improvement in texture.",0,TRUE,0,166,0,1,0,0,0,99999,0
5,Es muy comodo al usarlo es facil de lavar,Muy comodo lindo y facil de usar,0,TRUE,1,36,0,1,0,0,0,99999,0
5,Perfect travel companion!,"These are amazing and work perfect. Durable. Stay closed in travel. Easy to fill and easy to get the last drop out. Also simple to clean with dish soap and warm water. Great travel investment for picky people like me who like to have their product in travel size!",5,TRUE,0,221,0,4,0,0,0,99999,0
5,Five Stars,"Not the best floss, but it's the best floss that fits in my wallet.",0,TRUE,0,64,0,1,0,0,0,99999,0
3,Should be called medium hold hair gel,"About as strong as LA Looks strong 10 gel which is about a 5 hold as compared to Got2B Glued gel.",1,TRUE,0,95,0,0,1,0,0,99999,0
5,Five Stars,Heavenly scent!,0,TRUE,1,14,0,1,0,0,0,99999,0
5,best dryer ever!!,absolutely love love love!! very powerful and drys hair super fast! and you can't beat the price!,0,TRUE,1,88,4,3,0,0,0,99999,0
2,Hard to twist,Not my favorite. Kinda stiff and not easy to bend,1,TRUE,0,45,0,0,1,0,0,99999,0
5,Nice,Wonderful!,0,FALSE,1,10,0,1,0,0,0,99999,0
5,Five Stars,Love love love this contour brush!,0,TRUE,1,30,1,2,0,0,0,99999,0
3,3_%,En lo personal no me funciono como esperaba,0,TRUE,0,40,0,0,0,0,0,99999,0
5,Sturdy pump,"I use these for my essential oil concoctions for hair and for household sprays. I love the blue. The pump is very sturdy and I think it will last for a long time.",0,TRUE,0,126,0,2,0,0,0,99999,0
5,"So pretty, great colors","I have this scrunchie in both the rust and the emerald colors and I love them! They are so pretty, and all the colors are really rich and beautiful. They aren't super strong on their own so I usually wear them over a regular hair tie which works fine because they are big and fluffy so they cover them easily. I haven't had any issues with the band stretching out yet. My favorite way to wear them is on a messy bun. I honestly think you can't go wrong with these, great for all sorts of hair styles.",0,FALSE,1,390,0,4,0,0,0,99999,0
4,Four Stars,I use it every day after my shower. Leaves my skin feeling moist all day. Not greasy,0,TRUE,0,73,0,1,0,0,0,99999,0
5,Amazing.,"Just as promised. A little pink for my taste but I have sisters who love the color pink. It really is a great bargain and a must have",1,TRUE,0,119,0,2,0,0,0,99999,0
5,Great scene and moisture,"The smell and lather of this shampoo is amazing. Def worth a try.",0,TRUE,0,70,0,2,0,0,0,99999,0
5,the right price,Very good product at a great price. Will buy again.,0,TRUE,0,53,0,2,0,0,0,99999,0
1,I'm unhappy with this purchase,"This stuff is not good it isn't worth it and I would suggest never waisting your money on it.",0,TRUE,0,90,0,0,1,0,0,99999,0
4,Nice,Good ponytail didn't get nappy quick,0,TRUE,1,31,0,1,0,0,0,99999,0
5,Work great,"These are longer than the picks I could buy locally, great for holding larger diameter rollers. Good venfor, product came very quickly.",1,TRUE,0,114,0,2,0,0,0,99999,0
5,Snail Essence,"DERMALOGY by NEOGENLAB Snail Cica Repair Essence 3.38 oz / 100ml I 96% Snail Mucin I Korean Skin Care $27.00<br /><br />My skin has become even more sensitive since starting a retinoid. This is lightly scented but actually did not irritate or burn my skin at all. Makes me skin feel supple and moisturized. I love this around my eyes and the perimeter of my face where it feels dry.<br />A lot of ingredients, but good ones. Propyl Gallate being the only mildly questionable ingredient (may cause allergic reaction)<br /><br />Ingredients List<br />Snail Secretion Filtrate, 1-2-Hexanediol, Betaine, Sodium Polyacrylate, Carbomer, Arginine, Octyldodeceth-16, Pyrus Communis (Pear) Fruit Extract, Rosa Damascena Flower Water, Hedera Helix (Ivy) Leaf/Stem Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Pimpinella Anisum (Anise) Fruit Extract, Water, Butyl Avocadate, Glycerin, Butylene Glycol, Asiaticoside, Madecassic Acid, Asiatic Acid, Centella Asiatica Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract,Vaccimum Angusyustifolium (Blueberry) Fruit Extract, Cornus Officinalis Fruit Extract, Euterpe Oleracea Fruit Extract, Sambucus Nigra Fruit Extract, Schizandra Chinensis Fruit Extract, Panax Ginseng Berry Extract, Vaccinium Myrtillus Fruit Extract, Epilobium Reischeri Extract, Punica Granatium Fruit Extract, Citric Acid, Potassium Sorbate, Hydrolyzed Hyaluronic Acid, Ethylhexylglycerin, Hibiscus Sabdariffa Flower Extract, Propyl Gallate, Madecassoside",1,FALSE,1,1828,0,3,0,0,1,11950000,1
1,Stinks and tanglrs really bad,Was very thin and stinky. Tangled up I wads so bad.,0,TRUE,0,58,0,0,2,0,0,99999,0
5,Works,Worked for me. Will be buying again.,0,TRUE,1,34,0,1,0,0,0,99999,0
5,Good product,Like it!,0,TRUE,1,10,0,1,0,0,0,99999,0
